TYPE,YEAR,MONTH,Monthly_Crime_Count_Type_wise,is_summer,is_holiday_season,is_spring,quarter,month_sin,month_cos,month_sq,summer_peak,holiday_peak
Offence Against a Person,2007,10,337,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2007,11,311,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2007,12,310,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2008,1,310,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2008,2,287,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2008,3,295,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2008,4,298,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2008,5,319,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2008,6,354,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2008,7,306,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2008,8,379,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2008,9,358,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2008,10,306,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2008,11,279,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2008,12,295,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2009,1,286,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2009,2,243,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2009,3,323,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2009,4,286,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2009,5,311,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2009,6,289,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2009,7,349,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2009,8,355,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2009,9,314,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2009,10,334,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2009,11,289,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2009,12,284,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2010,1,278,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2010,2,236,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2010,3,286,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2010,4,257,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2010,5,297,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2010,6,303,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2010,7,283,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2010,8,258,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2010,9,229,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2010,10,249,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2010,11,247,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2010,12,235,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Offence Against a Person,2011,1,279,0,0,1,1,0.0,1.0,1,0,0
Offence Against a Person,2011,2,210,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Offence Against a Person,2011,3,248,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Offence Against a Person,2011,4,223,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Offence Against a Person,2011,5,312,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Offence Against a Person,2011,6,298,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Offence Against a Person,2011,7,272,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Offence Against a Person,2011,8,268,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Offence Against a Person,2011,9,242,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Offence Against a Person,2011,10,273,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Offence Against a Person,2011,11,297,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Offence Against a Person,2011,12,280,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,1999,1,247,0,0,1,1,0.0,1.0,1,0,0
Other Theft,1999,2,219,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,1999,3,208,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,1999,4,235,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,1999,5,223,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,1999,6,211,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,1999,7,207,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,1999,8,226,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,1999,9,163,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,1999,10,220,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,1999,11,202,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,1999,12,221,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2000,1,238,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2000,2,283,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2000,3,282,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2000,4,269,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2000,5,215,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2000,6,207,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2000,7,172,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2000,8,208,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2000,9,169,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2000,10,180,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2000,11,187,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2000,12,195,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2001,1,235,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2001,2,235,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2001,3,241,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2001,4,212,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2001,5,185,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2001,6,175,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2001,7,195,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2001,8,203,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2001,9,243,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2001,10,231,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2001,11,217,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2001,12,239,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2002,1,259,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2002,2,292,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2002,3,310,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2002,4,224,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2002,5,261,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2002,6,277,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2002,7,231,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2002,8,228,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2002,9,247,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2002,10,202,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2002,11,214,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2002,12,221,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2003,1,254,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2003,2,242,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2003,3,266,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2003,4,269,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2003,5,252,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2003,6,227,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2003,7,250,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2003,8,296,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2003,9,269,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2003,10,229,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2003,11,222,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2003,12,248,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2004,1,272,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2004,2,241,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2004,3,276,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2004,4,267,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2004,5,316,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2004,6,260,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2004,7,234,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2004,8,243,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2004,9,269,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2004,10,242,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2004,11,283,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2004,12,239,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2005,1,288,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2005,2,337,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2005,3,324,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2005,4,323,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2005,5,329,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2005,6,320,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2005,7,299,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2005,8,275,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2005,9,290,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2005,10,276,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2005,11,295,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2005,12,306,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2006,1,323,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2006,2,291,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2006,3,314,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2006,4,287,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2006,5,306,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2006,6,279,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2006,7,283,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2006,8,293,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2006,9,287,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2006,10,267,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2006,11,250,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2006,12,252,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2007,1,295,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2007,2,279,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2007,3,342,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2007,4,327,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2007,5,281,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2007,6,301,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2007,7,319,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2007,8,296,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2007,9,276,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2007,10,261,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2007,11,312,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2007,12,273,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2008,1,313,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2008,2,309,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2008,3,309,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2008,4,293,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2008,5,299,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2008,6,324,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2008,7,280,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2008,8,308,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2008,9,311,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2008,10,287,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2008,11,301,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2008,12,296,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2009,1,299,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2009,2,246,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2009,3,313,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2009,4,261,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2009,5,305,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2009,6,320,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2009,7,298,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2009,8,276,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2009,9,283,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2009,10,283,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2009,11,283,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2009,12,321,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2010,1,333,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2010,2,318,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2010,3,362,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2010,4,348,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2010,5,351,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2010,6,308,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2010,7,374,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2010,8,402,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2010,9,333,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2010,10,352,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2010,11,389,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2010,12,340,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Other Theft,2011,1,390,0,0,1,1,0.0,1.0,1,0,0
Other Theft,2011,2,385,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Other Theft,2011,3,387,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Other Theft,2011,4,391,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Other Theft,2011,5,407,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Other Theft,2011,6,387,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Other Theft,2011,7,418,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Other Theft,2011,8,363,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Other Theft,2011,9,395,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Other Theft,2011,10,403,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Other Theft,2011,11,373,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Other Theft,2011,12,380,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,1999,1,1438,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,1999,2,1102,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,1999,3,1251,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,1999,4,1528,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,1999,5,1873,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,1999,6,1695,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,1999,7,1444,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,1999,8,1634,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,1999,9,1470,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,1999,10,1554,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,1999,11,1332,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,1999,12,1423,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2000,1,1320,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2000,2,1276,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2000,3,1524,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2000,4,1559,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2000,5,1494,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2000,6,1335,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2000,7,1426,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2000,8,1678,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2000,9,1744,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2000,10,1648,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2000,11,1688,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2000,12,1512,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2001,1,1516,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2001,2,1305,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2001,3,1409,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2001,4,1564,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2001,5,1529,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2001,6,1426,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2001,7,1323,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2001,8,1362,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2001,9,1316,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2001,10,1261,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2001,11,1271,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2001,12,1272,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2002,1,1492,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2002,2,1125,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2002,3,1326,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2002,4,1007,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2002,5,1198,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2002,6,1240,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2002,7,1207,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2002,8,1227,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2002,9,1177,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2002,10,1116,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2002,11,1313,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2002,12,1306,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2003,1,1307,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2003,2,966,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2003,3,1048,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2003,4,1048,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2003,5,1037,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2003,6,950,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2003,7,933,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2003,8,1106,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2003,9,1078,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2003,10,1025,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2003,11,911,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2003,12,817,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2004,1,782,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2004,2,867,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2004,3,1061,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2004,4,889,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2004,5,919,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2004,6,1017,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2004,7,875,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2004,8,943,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2004,9,1000,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2004,10,1016,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2004,11,972,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2004,12,957,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2005,1,897,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2005,2,971,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2005,3,842,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2005,4,747,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2005,5,817,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2005,6,803,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2005,7,799,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2005,8,871,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft from Vehicle,2005,9,927,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft from Vehicle,2005,10,806,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft from Vehicle,2005,11,831,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft from Vehicle,2005,12,696,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft from Vehicle,2006,1,710,0,0,1,1,0.0,1.0,1,0,0
Theft from Vehicle,2006,2,627,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft from Vehicle,2006,3,713,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft from Vehicle,2006,4,599,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft from Vehicle,2006,5,676,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft from Vehicle,2006,6,675,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft from Vehicle,2006,7,685,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft from Vehicle,2006,8,793,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
