TYPE,YEAR,MONTH,Monthly_Crime_Count_Type_wise,is_summer,is_holiday_season,is_spring,quarter,month_sin,month_cos,month_sq,summer_peak,holiday_peak
Theft of Vehicle,2004,7,197,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2004,8,213,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2004,9,185,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2004,10,178,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2004,11,185,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2004,12,150,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2005,1,176,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2005,2,164,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2005,3,154,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2005,4,148,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2005,5,154,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2005,6,151,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2005,7,152,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2005,8,162,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2005,9,135,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2005,10,166,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2005,11,154,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2005,12,166,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2006,1,162,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2006,2,103,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2006,3,106,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2006,4,122,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2006,5,104,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2006,6,114,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2006,7,97,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2006,8,158,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2006,9,132,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2006,10,106,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2006,11,109,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2006,12,154,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2007,1,115,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2007,2,77,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2007,3,85,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2007,4,79,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2007,5,74,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2007,6,123,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2007,7,106,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2007,8,82,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2007,9,98,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2007,10,102,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2007,11,79,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2007,12,73,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2008,1,76,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2008,2,56,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2008,3,121,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2008,4,93,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2008,5,88,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2008,6,114,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2008,7,107,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2008,8,112,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2008,9,110,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2008,10,106,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2008,11,96,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2008,12,72,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2009,1,74,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2009,2,95,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2009,3,120,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2009,4,103,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2009,5,89,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2009,6,84,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2009,7,85,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2009,8,64,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2009,9,90,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2009,10,77,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2009,11,83,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2009,12,70,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2010,1,97,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2010,2,90,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2010,3,110,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2010,4,89,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2010,5,107,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2010,6,115,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2010,7,114,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2010,8,103,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2010,9,107,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2010,10,153,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2010,11,111,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2010,12,94,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Theft of Vehicle,2011,1,103,0,0,1,1,0.0,1.0,1,0,0
Theft of Vehicle,2011,2,76,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Theft of Vehicle,2011,3,89,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Theft of Vehicle,2011,4,84,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Theft of Vehicle,2011,5,124,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Theft of Vehicle,2011,6,105,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Theft of Vehicle,2011,7,86,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Theft of Vehicle,2011,8,115,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Theft of Vehicle,2011,9,139,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Theft of Vehicle,2011,10,143,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Theft of Vehicle,2011,11,164,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Theft of Vehicle,2011,12,143,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),1999,1,139,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),1999,2,103,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),1999,3,127,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),1999,4,141,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),1999,5,158,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),1999,6,146,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),1999,7,148,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),1999,8,169,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),1999,9,156,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),1999,10,198,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),1999,11,160,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),1999,12,158,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2000,1,131,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2000,2,121,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2000,3,151,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2000,4,114,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2000,5,160,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2000,6,147,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2000,7,155,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2000,8,173,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2000,9,162,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2000,10,202,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2000,11,178,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2000,12,174,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2001,1,108,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2001,2,135,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2001,3,163,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2001,4,142,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2001,5,181,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2001,6,161,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2001,7,160,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2001,8,187,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2001,9,175,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2001,10,182,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2001,11,179,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2001,12,211,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2002,1,147,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2002,2,100,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2002,3,114,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2002,4,107,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2002,5,120,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2002,6,120,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2002,7,107,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2002,8,125,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2002,9,111,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2002,10,117,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2002,11,101,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2002,12,115,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,115,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,93,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,100,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,91,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,80,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,114,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,106,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,110,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,104,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,107,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,98,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,119,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2004,1,76,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2004,2,80,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2004,3,95,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2004,4,94,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2004,5,109,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2004,6,86,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2004,7,113,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2004,8,117,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2004,9,98,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2004,10,124,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2004,11,115,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2004,12,78,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2005,1,82,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2005,2,88,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2005,3,100,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2005,4,92,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2005,5,95,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2005,6,120,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2005,7,134,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2005,8,102,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2005,9,114,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2005,10,124,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,141,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2005,12,86,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2006,1,120,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2006,2,122,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2006,3,108,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2006,4,106,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2006,5,78,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2006,6,106,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2006,7,101,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2006,8,128,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2006,9,130,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2006,10,98,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2006,11,104,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2006,12,126,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,120,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2007,2,98,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2007,3,105,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2007,4,87,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2007,5,91,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2007,6,100,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2007,7,83,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2007,8,101,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2007,9,114,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2007,10,111,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2007,11,141,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2007,12,111,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2008,1,125,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2008,2,98,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2008,3,121,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2008,4,113,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2008,5,123,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2008,6,135,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2008,7,118,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2008,8,147,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2008,9,126,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2008,10,111,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2008,11,123,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2008,12,134,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2009,1,107,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2009,2,111,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2009,3,109,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2009,4,124,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2009,5,140,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2009,6,132,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2009,7,128,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2009,8,131,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2009,9,128,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2009,10,154,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2009,11,110,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2009,12,111,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2010,1,126,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2010,2,97,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2010,3,105,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2010,4,117,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2010,5,132,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2010,6,119,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2010,7,151,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2010,8,130,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
Vehicle Collision or Pedestrian Struck (with Injury),2010,9,160,0,1,0,3,-0.8660254037844384,-0.5000000000000004,81,0,9
Vehicle Collision or Pedestrian Struck (with Injury),2010,10,141,0,1,0,4,-1.0,-1.8369701987210297e-16,100,0,10
Vehicle Collision or Pedestrian Struck (with Injury),2010,11,140,0,1,0,4,-0.8660254037844386,0.5000000000000001,121,0,11
Vehicle Collision or Pedestrian Struck (with Injury),2010,12,157,0,1,0,4,-0.5000000000000004,0.8660254037844384,144,0,12
Vehicle Collision or Pedestrian Struck (with Injury),2011,1,118,0,0,1,1,0.0,1.0,1,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2011,2,122,0,0,1,1,0.49999999999999994,0.8660254037844387,4,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2011,3,130,0,0,1,1,0.8660254037844386,0.5000000000000001,9,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2011,4,134,0,0,1,2,1.0,6.123233995736766e-17,16,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2011,5,144,1,0,0,2,0.8660254037844387,-0.4999999999999998,25,5,0
Vehicle Collision or Pedestrian Struck (with Injury),2011,6,163,1,0,0,2,0.49999999999999994,-0.8660254037844387,36,6,0
Vehicle Collision or Pedestrian Struck (with Injury),2011,7,149,1,0,0,3,1.2246467991473532e-16,-1.0,49,7,0
Vehicle Collision or Pedestrian Struck (with Injury),2011,8,148,1,0,0,3,-0.4999999999999997,-0.8660254037844388,64,8,0
