TYPE,YEAR,MONTH,Month_name,Crime_Count
Break and Enter Commercial,1999,1,Jan,303.0
Break and Enter Commercial,1999,2,Feb,254.0
Break and Enter Commercial,1999,3,Mar,292.0
Break and Enter Commercial,1999,4,Apr,266.0
Break and Enter Commercial,1999,5,May,291.0
Break and Enter Commercial,1999,6,Jun,306.0
Break and Enter Commercial,1999,7,Jul,252.0
Break and Enter Commercial,1999,8,Aug,241.0
Break and Enter Commercial,1999,9,Sep,209.0
Break and Enter Commercial,1999,10,Oct,306.0
Break and Enter Commercial,1999,11,Nov,263.0
Break and Enter Commercial,1999,12,Dec,214.0
Break and Enter Commercial,2000,1,Jan,216.0
Break and Enter Commercial,2000,2,Feb,256.0
Break and Enter Commercial,2000,3,Mar,275.0
Break and Enter Commercial,2000,4,Apr,289.0
Break and Enter Commercial,2000,5,May,254.0
Break and Enter Commercial,2000,6,Jun,258.0
Break and Enter Commercial,2000,7,Jul,237.0
Break and Enter Commercial,2000,8,Aug,266.0
Break and Enter Commercial,2000,9,Sep,378.0
Break and Enter Commercial,2000,10,Oct,318.0
Break and Enter Commercial,2000,11,Nov,271.0
Break and Enter Commercial,2000,12,Dec,265.0
Break and Enter Commercial,2001,1,Jan,193.0
Break and Enter Commercial,2001,2,Feb,211.0
Break and Enter Commercial,2001,3,Mar,204.0
Break and Enter Commercial,2001,4,Apr,154.0
Break and Enter Commercial,2001,5,May,201.0
Break and Enter Commercial,2001,6,Jun,227.0
Break and Enter Commercial,2001,7,Jul,249.0
Break and Enter Commercial,2001,8,Aug,221.0
Break and Enter Commercial,2001,9,Sep,219.0
Break and Enter Commercial,2001,10,Oct,249.0
Break and Enter Commercial,2001,11,Nov,276.0
Break and Enter Commercial,2001,12,Dec,235.0
Break and Enter Commercial,2002,1,Jan,277.0
Break and Enter Commercial,2002,2,Feb,209.0
Break and Enter Commercial,2002,3,Mar,241.0
Break and Enter Commercial,2002,4,Apr,241.0
Break and Enter Commercial,2002,5,May,271.0
Break and Enter Commercial,2002,6,Jun,224.0
Break and Enter Commercial,2002,7,Jul,238.0
Break and Enter Commercial,2002,8,Aug,223.0
Break and Enter Commercial,2002,9,Sep,201.0
Break and Enter Commercial,2002,10,Oct,233.0
Break and Enter Commercial,2002,11,Nov,206.0
Break and Enter Commercial,2002,12,Dec,280.0
Break and Enter Commercial,2003,1,Jan,290.0
Break and Enter Commercial,2003,2,Feb,174.0
Break and Enter Commercial,2003,3,Mar,214.0
Break and Enter Commercial,2003,4,Apr,192.0
Break and Enter Commercial,2003,5,May,187.0
Break and Enter Commercial,2003,6,Jun,210.0
Break and Enter Commercial,2003,7,Jul,206.0
Break and Enter Commercial,2003,8,Aug,246.0
Break and Enter Commercial,2003,9,Sep,216.0
Break and Enter Commercial,2003,10,Oct,172.0
Break and Enter Commercial,2003,11,Nov,178.0
Break and Enter Commercial,2003,12,Dec,151.0
Break and Enter Commercial,2004,1,Jan,201.0
Break and Enter Commercial,2004,2,Feb,192.0
Break and Enter Commercial,2004,3,Mar,243.0
Break and Enter Commercial,2004,4,Apr,186.0
Break and Enter Commercial,2004,5,May,196.0
Break and Enter Commercial,2004,6,Jun,173.0
Break and Enter Commercial,2004,7,Jul,188.0
Break and Enter Commercial,2004,8,Aug,201.0
Break and Enter Commercial,2004,9,Sep,159.0
Break and Enter Commercial,2004,10,Oct,179.0
Break and Enter Commercial,2004,11,Nov,139.0
Break and Enter Commercial,2004,12,Dec,167.0
Break and Enter Commercial,2005,1,Jan,179.0
Break and Enter Commercial,2005,2,Feb,152.0
Break and Enter Commercial,2005,3,Mar,151.0
Break and Enter Commercial,2005,4,Apr,136.0
Break and Enter Commercial,2005,5,May,185.0
Break and Enter Commercial,2005,6,Jun,154.0
Break and Enter Commercial,2005,7,Jul,142.0
Break and Enter Commercial,2005,8,Aug,157.0
Break and Enter Commercial,2005,9,Sep,152.0
Break and Enter Commercial,2005,10,Oct,167.0
Break and Enter Commercial,2005,11,Nov,155.0
Break and Enter Commercial,2005,12,Dec,128.0
Break and Enter Commercial,2006,1,Jan,126.0
Break and Enter Commercial,2006,2,Feb,109.0
Break and Enter Commercial,2006,3,Mar,159.0
Break and Enter Commercial,2006,4,Apr,143.0
Break and Enter Commercial,2006,5,May,139.0
Break and Enter Commercial,2006,6,Jun,132.0
Break and Enter Commercial,2006,7,Jul,122.0
Break and Enter Commercial,2006,8,Aug,174.0
Break and Enter Commercial,2006,9,Sep,150.0
Break and Enter Commercial,2006,10,Oct,150.0
Break and Enter Commercial,2006,11,Nov,110.0
Break and Enter Commercial,2006,12,Dec,142.0
Break and Enter Commercial,2007,1,Jan,149.0
Break and Enter Commercial,2007,2,Feb,143.0
Break and Enter Commercial,2007,3,Mar,139.0
Break and Enter Commercial,2007,4,Apr,118.0
Break and Enter Commercial,2007,5,May,124.0
Break and Enter Commercial,2007,6,Jun,303.0
Break and Enter Commercial,2007,7,Jul,146.0
Break and Enter Commercial,2007,8,Aug,150.0
Break and Enter Commercial,2007,9,Sep,139.0
Break and Enter Commercial,2007,10,Oct,122.0
Break and Enter Commercial,2007,11,Nov,92.0
Break and Enter Commercial,2007,12,Dec,124.0
Break and Enter Commercial,2008,1,Jan,156.0
Break and Enter Commercial,2008,2,Feb,118.0
Break and Enter Commercial,2008,3,Mar,165.0
Break and Enter Commercial,2008,4,Apr,155.0
Break and Enter Commercial,2008,5,May,133.0
Break and Enter Commercial,2008,6,Jun,136.0
Break and Enter Commercial,2008,7,Jul,105.0
Break and Enter Commercial,2008,8,Aug,114.0
Break and Enter Commercial,2008,9,Sep,122.0
Break and Enter Commercial,2008,10,Oct,145.0
Break and Enter Commercial,2008,11,Nov,172.0
Break and Enter Commercial,2008,12,Dec,166.0
Break and Enter Commercial,2009,1,Jan,136.0
Break and Enter Commercial,2009,2,Feb,155.0
Break and Enter Commercial,2009,3,Mar,195.0
Break and Enter Commercial,2009,4,Apr,177.0
Break and Enter Commercial,2009,5,May,116.0
Break and Enter Commercial,2009,6,Jun,153.0
Break and Enter Commercial,2009,7,Jul,134.0
Break and Enter Commercial,2009,8,Aug,122.0
Break and Enter Commercial,2009,9,Sep,117.0
Break and Enter Commercial,2009,10,Oct,137.0
Break and Enter Commercial,2009,11,Nov,152.0
Break and Enter Commercial,2009,12,Dec,180.0
Break and Enter Commercial,2010,1,Jan,185.0
Break and Enter Commercial,2010,2,Feb,163.0
Break and Enter Commercial,2010,3,Mar,184.0
Break and Enter Commercial,2010,4,Apr,199.0
Break and Enter Commercial,2010,5,May,195.0
Break and Enter Commercial,2010,6,Jun,168.0
Break and Enter Commercial,2010,7,Jul,160.0
Break and Enter Commercial,2010,8,Aug,170.0
Break and Enter Commercial,2010,9,Sep,213.0
Break and Enter Commercial,2010,10,Oct,200.0
Break and Enter Commercial,2010,11,Nov,205.0
Break and Enter Commercial,2010,12,Dec,202.0
Break and Enter Commercial,2011,1,Jan,228.0
Break and Enter Commercial,2011,2,Feb,187.0
Break and Enter Commercial,2011,3,Mar,192.0
Break and Enter Commercial,2011,4,Apr,179.0
Break and Enter Commercial,2011,5,May,188.0
Break and Enter Commercial,2011,6,Jun,212.0
Break and Enter Commercial,2011,7,Jul,215.0
Break and Enter Commercial,2011,8,Aug,200.0
Break and Enter Commercial,2011,9,Sep,189.0
Break and Enter Commercial,2011,10,Oct,234.0
Break and Enter Commercial,2011,11,Nov,206.0
Break and Enter Commercial,2011,12,Dec,227.0
Break and Enter Residential/Other,1999,1,Jan,644.0
Break and Enter Residential/Other,1999,2,Feb,507.0
Break and Enter Residential/Other,1999,3,Mar,515.0
Break and Enter Residential/Other,1999,4,Apr,608.0
Break and Enter Residential/Other,1999,5,May,565.0
Break and Enter Residential/Other,1999,6,Jun,531.0
Break and Enter Residential/Other,1999,7,Jul,535.0
Break and Enter Residential/Other,1999,8,Aug,502.0
Break and Enter Residential/Other,1999,9,Sep,631.0
Break and Enter Residential/Other,1999,10,Oct,642.0
Break and Enter Residential/Other,1999,11,Nov,615.0
Break and Enter Residential/Other,1999,12,Dec,588.0
Break and Enter Residential/Other,2000,1,Jan,584.0
Break and Enter Residential/Other,2000,2,Feb,524.0
Break and Enter Residential/Other,2000,3,Mar,542.0
Break and Enter Residential/Other,2000,4,Apr,553.0
Break and Enter Residential/Other,2000,5,May,559.0
Break and Enter Residential/Other,2000,6,Jun,516.0
Break and Enter Residential/Other,2000,7,Jul,435.0
Break and Enter Residential/Other,2000,8,Aug,517.0
Break and Enter Residential/Other,2000,9,Sep,563.0
Break and Enter Residential/Other,2000,10,Oct,612.0
Break and Enter Residential/Other,2000,11,Nov,580.0
Break and Enter Residential/Other,2000,12,Dec,553.0
Break and Enter Residential/Other,2001,1,Jan,554.0
Break and Enter Residential/Other,2001,2,Feb,430.0
Break and Enter Residential/Other,2001,3,Mar,491.0
Break and Enter Residential/Other,2001,4,Apr,469.0
Break and Enter Residential/Other,2001,5,May,524.0
Break and Enter Residential/Other,2001,6,Jun,483.0
Break and Enter Residential/Other,2001,7,Jul,430.0
Break and Enter Residential/Other,2001,8,Aug,429.0
Break and Enter Residential/Other,2001,9,Sep,455.0
Break and Enter Residential/Other,2001,10,Oct,476.0
Break and Enter Residential/Other,2001,11,Nov,406.0
Break and Enter Residential/Other,2001,12,Dec,395.0
Break and Enter Residential/Other,2002,1,Jan,482.0
Break and Enter Residential/Other,2002,2,Feb,400.0
Break and Enter Residential/Other,2002,3,Mar,466.0
Break and Enter Residential/Other,2002,4,Apr,391.0
Break and Enter Residential/Other,2002,5,May,404.0
Break and Enter Residential/Other,2002,6,Jun,462.0
Break and Enter Residential/Other,2002,7,Jul,492.0
Break and Enter Residential/Other,2002,8,Aug,436.0
Break and Enter Residential/Other,2002,9,Sep,488.0
Break and Enter Residential/Other,2002,10,Oct,600.0
Break and Enter Residential/Other,2002,11,Nov,510.0
Break and Enter Residential/Other,2002,12,Dec,543.0
Break and Enter Residential/Other,2003,1,Jan,486.0
Break and Enter Residential/Other,2003,2,Feb,381.0
Break and Enter Residential/Other,2003,3,Mar,397.0
Break and Enter Residential/Other,2003,4,Apr,408.0
Break and Enter Residential/Other,2003,5,May,414.0
Break and Enter Residential/Other,2003,6,Jun,456.0
Break and Enter Residential/Other,2003,7,Jul,436.0
Break and Enter Residential/Other,2003,8,Aug,455.0
Break and Enter Residential/Other,2003,9,Sep,365.0
Break and Enter Residential/Other,2003,10,Oct,386.0
Break and Enter Residential/Other,2003,11,Nov,454.0
Break and Enter Residential/Other,2003,12,Dec,358.0
Break and Enter Residential/Other,2004,1,Jan,432.0
Break and Enter Residential/Other,2004,2,Feb,404.0
Break and Enter Residential/Other,2004,3,Mar,375.0
Break and Enter Residential/Other,2004,4,Apr,337.0
Break and Enter Residential/Other,2004,5,May,368.0
Break and Enter Residential/Other,2004,6,Jun,378.0
Break and Enter Residential/Other,2004,7,Jul,364.0
Break and Enter Residential/Other,2004,8,Aug,353.0
Break and Enter Residential/Other,2004,9,Sep,385.0
Break and Enter Residential/Other,2004,10,Oct,376.0
Break and Enter Residential/Other,2004,11,Nov,321.0
Break and Enter Residential/Other,2004,12,Dec,339.0
Break and Enter Residential/Other,2005,1,Jan,370.0
Break and Enter Residential/Other,2005,2,Feb,317.0
Break and Enter Residential/Other,2005,3,Mar,267.0
Break and Enter Residential/Other,2005,4,Apr,256.0
Break and Enter Residential/Other,2005,5,May,263.0
Break and Enter Residential/Other,2005,6,Jun,224.0
Break and Enter Residential/Other,2005,7,Jul,230.0
Break and Enter Residential/Other,2005,8,Aug,285.0
Break and Enter Residential/Other,2005,9,Sep,325.0
Break and Enter Residential/Other,2005,10,Oct,338.0
Break and Enter Residential/Other,2005,11,Nov,339.0
Break and Enter Residential/Other,2005,12,Dec,283.0
Break and Enter Residential/Other,2006,1,Jan,255.0
Break and Enter Residential/Other,2006,2,Feb,246.0
Break and Enter Residential/Other,2006,3,Mar,302.0
Break and Enter Residential/Other,2006,4,Apr,316.0
Break and Enter Residential/Other,2006,5,May,274.0
Break and Enter Residential/Other,2006,6,Jun,276.0
Break and Enter Residential/Other,2006,7,Jul,243.0
Break and Enter Residential/Other,2006,8,Aug,275.0
Break and Enter Residential/Other,2006,9,Sep,221.0
Break and Enter Residential/Other,2006,10,Oct,282.0
Break and Enter Residential/Other,2006,11,Nov,301.0
Break and Enter Residential/Other,2006,12,Dec,279.0
Break and Enter Residential/Other,2007,1,Jan,323.0
Break and Enter Residential/Other,2007,2,Feb,215.0
Break and Enter Residential/Other,2007,3,Mar,296.0
Break and Enter Residential/Other,2007,4,Apr,263.0
Break and Enter Residential/Other,2007,5,May,263.0
Break and Enter Residential/Other,2007,6,Jun,249.0
Break and Enter Residential/Other,2007,7,Jul,235.0
Break and Enter Residential/Other,2007,8,Aug,221.0
Break and Enter Residential/Other,2007,9,Sep,300.0
Break and Enter Residential/Other,2007,10,Oct,253.0
Break and Enter Residential/Other,2007,11,Nov,308.0
Break and Enter Residential/Other,2007,12,Dec,305.0
Break and Enter Residential/Other,2008,1,Jan,254.0
Break and Enter Residential/Other,2008,2,Feb,233.0
Break and Enter Residential/Other,2008,3,Mar,231.0
Break and Enter Residential/Other,2008,4,Apr,242.0
Break and Enter Residential/Other,2008,5,May,236.0
Break and Enter Residential/Other,2008,6,Jun,240.0
Break and Enter Residential/Other,2008,7,Jul,237.0
Break and Enter Residential/Other,2008,8,Aug,324.0
Break and Enter Residential/Other,2008,9,Sep,327.0
Break and Enter Residential/Other,2008,10,Oct,310.0
Break and Enter Residential/Other,2008,11,Nov,329.0
Break and Enter Residential/Other,2008,12,Dec,348.0
Break and Enter Residential/Other,2009,1,Jan,325.0
Break and Enter Residential/Other,2009,2,Feb,215.0
Break and Enter Residential/Other,2009,3,Mar,198.0
Break and Enter Residential/Other,2009,4,Apr,251.0
Break and Enter Residential/Other,2009,5,May,244.0
Break and Enter Residential/Other,2009,6,Jun,237.0
Break and Enter Residential/Other,2009,7,Jul,281.0
Break and Enter Residential/Other,2009,8,Aug,266.0
Break and Enter Residential/Other,2009,9,Sep,263.0
Break and Enter Residential/Other,2009,10,Oct,227.0
Break and Enter Residential/Other,2009,11,Nov,274.0
Break and Enter Residential/Other,2009,12,Dec,244.0
Break and Enter Residential/Other,2010,1,Jan,249.0
Break and Enter Residential/Other,2010,2,Feb,211.0
Break and Enter Residential/Other,2010,3,Mar,248.0
Break and Enter Residential/Other,2010,4,Apr,233.0
Break and Enter Residential/Other,2010,5,May,262.0
Break and Enter Residential/Other,2010,6,Jun,254.0
Break and Enter Residential/Other,2010,7,Jul,269.0
Break and Enter Residential/Other,2010,8,Aug,265.0
Break and Enter Residential/Other,2010,9,Sep,212.0
Break and Enter Residential/Other,2010,10,Oct,286.0
Break and Enter Residential/Other,2010,11,Nov,257.0
Break and Enter Residential/Other,2010,12,Dec,298.0
Break and Enter Residential/Other,2011,1,Jan,294.0
Break and Enter Residential/Other,2011,2,Feb,210.0
Break and Enter Residential/Other,2011,3,Mar,219.0
Break and Enter Residential/Other,2011,4,Apr,187.0
Break and Enter Residential/Other,2011,5,May,231.0
Break and Enter Residential/Other,2011,6,Jun,237.0
Break and Enter Residential/Other,2011,7,Jul,277.0
Break and Enter Residential/Other,2011,8,Aug,240.0
Break and Enter Residential/Other,2011,9,Sep,251.0
Break and Enter Residential/Other,2011,10,Oct,291.0
Break and Enter Residential/Other,2011,11,Nov,307.0
Break and Enter Residential/Other,2011,12,Dec,377.0
Mischief,1999,1,Jan,551.0
Mischief,1999,2,Feb,484.0
Mischief,1999,3,Mar,575.0
Mischief,1999,4,Apr,621.0
Mischief,1999,5,May,590.0
Mischief,1999,6,Jun,570.0
Mischief,1999,7,Jul,555.0
Mischief,1999,8,Aug,508.0
Mischief,1999,9,Sep,475.0
Mischief,1999,10,Oct,570.0
Mischief,1999,11,Nov,465.0
Mischief,1999,12,Dec,427.0
Mischief,2000,1,Jan,450.0
Mischief,2000,2,Feb,401.0
Mischief,2000,3,Mar,426.0
Mischief,2000,4,Apr,462.0
Mischief,2000,5,May,480.0
Mischief,2000,6,Jun,491.0
Mischief,2000,7,Jul,494.0
Mischief,2000,8,Aug,490.0
Mischief,2000,9,Sep,507.0
Mischief,2000,10,Oct,492.0
Mischief,2000,11,Nov,454.0
Mischief,2000,12,Dec,454.0
Mischief,2001,1,Jan,375.0
Mischief,2001,2,Feb,360.0
Mischief,2001,3,Mar,475.0
Mischief,2001,4,Apr,444.0
Mischief,2001,5,May,477.0
Mischief,2001,6,Jun,425.0
Mischief,2001,7,Jul,420.0
Mischief,2001,8,Aug,416.0
Mischief,2001,9,Sep,378.0
Mischief,2001,10,Oct,456.0
Mischief,2001,11,Nov,366.0
Mischief,2001,12,Dec,470.0
Mischief,2002,1,Jan,443.0
Mischief,2002,2,Feb,386.0
Mischief,2002,3,Mar,457.0
Mischief,2002,4,Apr,423.0
Mischief,2002,5,May,408.0
Mischief,2002,6,Jun,424.0
Mischief,2002,7,Jul,493.0
Mischief,2002,8,Aug,459.0
Mischief,2002,9,Sep,456.0
Mischief,2002,10,Oct,477.0
Mischief,2002,11,Nov,353.0
Mischief,2002,12,Dec,405.0
Mischief,2003,1,Jan,357.0
Mischief,2003,2,Feb,343.0
Mischief,2003,3,Mar,356.0
Mischief,2003,4,Apr,400.0
Mischief,2003,5,May,428.0
Mischief,2003,6,Jun,448.0
Mischief,2003,7,Jul,409.0
Mischief,2003,8,Aug,466.0
Mischief,2003,9,Sep,391.0
Mischief,2003,10,Oct,425.0
Mischief,2003,11,Nov,391.0
Mischief,2003,12,Dec,396.0
Mischief,2004,1,Jan,356.0
Mischief,2004,2,Feb,456.0
Mischief,2004,3,Mar,631.0
Mischief,2004,4,Apr,512.0
Mischief,2004,5,May,426.0
Mischief,2004,6,Jun,413.0
Mischief,2004,7,Jul,432.0
Mischief,2004,8,Aug,443.0
Mischief,2004,9,Sep,366.0
Mischief,2004,10,Oct,469.0
Mischief,2004,11,Nov,440.0
Mischief,2004,12,Dec,332.0
Mischief,2005,1,Jan,369.0
Mischief,2005,2,Feb,314.0
Mischief,2005,3,Mar,375.0
Mischief,2005,4,Apr,362.0
Mischief,2005,5,May,426.0
Mischief,2005,6,Jun,388.0
Mischief,2005,7,Jul,404.0
Mischief,2005,8,Aug,378.0
Mischief,2005,9,Sep,363.0
Mischief,2005,10,Oct,370.0
Mischief,2005,11,Nov,355.0
Mischief,2005,12,Dec,326.0
Mischief,2006,1,Jan,386.0
Mischief,2006,2,Feb,357.0
Mischief,2006,3,Mar,331.0
Mischief,2006,4,Apr,357.0
Mischief,2006,5,May,447.0
Mischief,2006,6,Jun,391.0
Mischief,2006,7,Jul,379.0
Mischief,2006,8,Aug,397.0
Mischief,2006,9,Sep,341.0
Mischief,2006,10,Oct,442.0
Mischief,2006,11,Nov,354.0
Mischief,2006,12,Dec,324.0
Mischief,2007,1,Jan,341.0
Mischief,2007,2,Feb,319.0
Mischief,2007,3,Mar,380.0
Mischief,2007,4,Apr,378.0
Mischief,2007,5,May,367.0
Mischief,2007,6,Jun,809.0
Mischief,2007,7,Jul,397.0
Mischief,2007,8,Aug,381.0
Mischief,2007,9,Sep,358.0
Mischief,2007,10,Oct,381.0
Mischief,2007,11,Nov,349.0
Mischief,2007,12,Dec,368.0
Mischief,2008,1,Jan,348.0
Mischief,2008,2,Feb,326.0
Mischief,2008,3,Mar,335.0
Mischief,2008,4,Apr,306.0
Mischief,2008,5,May,380.0
Mischief,2008,6,Jun,381.0
Mischief,2008,7,Jul,360.0
Mischief,2008,8,Aug,372.0
Mischief,2008,9,Sep,385.0
Mischief,2008,10,Oct,359.0
Mischief,2008,11,Nov,367.0
Mischief,2008,12,Dec,324.0
Mischief,2009,1,Jan,316.0
Mischief,2009,2,Feb,291.0
Mischief,2009,3,Mar,399.0
Mischief,2009,4,Apr,352.0
Mischief,2009,5,May,381.0
Mischief,2009,6,Jun,323.0
Mischief,2009,7,Jul,387.0
Mischief,2009,8,Aug,346.0
Mischief,2009,9,Sep,356.0
Mischief,2009,10,Oct,382.0
Mischief,2009,11,Nov,347.0
Mischief,2009,12,Dec,311.0
Mischief,2010,1,Jan,358.0
Mischief,2010,2,Feb,351.0
Mischief,2010,3,Mar,379.0
Mischief,2010,4,Apr,418.0
Mischief,2010,5,May,381.0
Mischief,2010,6,Jun,359.0
Mischief,2010,7,Jul,391.0
Mischief,2010,8,Aug,414.0
Mischief,2010,9,Sep,379.0
Mischief,2010,10,Oct,423.0
Mischief,2010,11,Nov,337.0
Mischief,2010,12,Dec,328.0
Mischief,2011,1,Jan,315.0
Mischief,2011,2,Feb,324.0
Mischief,2011,3,Mar,339.0
Mischief,2011,4,Apr,348.0
Mischief,2011,5,May,380.0
Mischief,2011,6,Jun,327.0
Mischief,2011,7,Jul,370.0
Mischief,2011,8,Aug,339.0
Mischief,2011,9,Sep,322.0
Mischief,2011,10,Oct,398.0
Mischief,2011,11,Nov,389.0
Mischief,2011,12,Dec,342.0
Offence Against a Person,1999,1,Jan,338.0
Offence Against a Person,1999,2,Feb,280.0
Offence Against a Person,1999,3,Mar,315.0
Offence Against a Person,1999,4,Apr,240.0
Offence Against a Person,1999,5,May,290.0
Offence Against a Person,1999,6,Jun,311.0
Offence Against a Person,1999,7,Jul,277.0
Offence Against a Person,1999,8,Aug,299.0
Offence Against a Person,1999,9,Sep,266.0
Offence Against a Person,1999,10,Oct,315.0
Offence Against a Person,1999,11,Nov,291.0
Offence Against a Person,1999,12,Dec,285.0
Offence Against a Person,2000,1,Jan,326.0
Offence Against a Person,2000,2,Feb,282.0
Offence Against a Person,2000,3,Mar,347.0
Offence Against a Person,2000,4,Apr,310.0
Offence Against a Person,2000,5,May,274.0
Offence Against a Person,2000,6,Jun,311.0
Offence Against a Person,2000,7,Jul,309.0
Offence Against a Person,2000,8,Aug,368.0
Offence Against a Person,2000,9,Sep,337.0
Offence Against a Person,2000,10,Oct,301.0
Offence Against a Person,2000,11,Nov,332.0
Offence Against a Person,2000,12,Dec,307.0
Offence Against a Person,2001,1,Jan,305.0
Offence Against a Person,2001,2,Feb,272.0
Offence Against a Person,2001,3,Mar,298.0
Offence Against a Person,2001,4,Apr,280.0
Offence Against a Person,2001,5,May,313.0
Offence Against a Person,2001,6,Jun,292.0
Offence Against a Person,2001,7,Jul,328.0
Offence Against a Person,2001,8,Aug,356.0
Offence Against a Person,2001,9,Sep,344.0
Offence Against a Person,2001,10,Oct,321.0
Offence Against a Person,2001,11,Nov,334.0
Offence Against a Person,2001,12,Dec,328.0
Offence Against a Person,2002,1,Jan,380.0
Offence Against a Person,2002,2,Feb,332.0
Offence Against a Person,2002,3,Mar,358.0
Offence Against a Person,2002,4,Apr,350.0
Offence Against a Person,2002,5,May,378.0
Offence Against a Person,2002,6,Jun,359.0
Offence Against a Person,2002,7,Jul,389.0
Offence Against a Person,2002,8,Aug,416.0
Offence Against a Person,2002,9,Sep,350.0
Offence Against a Person,2002,10,Oct,369.0
Offence Against a Person,2002,11,Nov,324.0
Offence Against a Person,2002,12,Dec,345.0
Offence Against a Person,2003,1,Jan,377.0
Offence Against a Person,2003,2,Feb,291.0
Offence Against a Person,2003,3,Mar,366.0
Offence Against a Person,2003,4,Apr,358.0
Offence Against a Person,2003,5,May,392.0
Offence Against a Person,2003,6,Jun,355.0
Offence Against a Person,2003,7,Jul,403.0
Offence Against a Person,2003,8,Aug,423.0
Offence Against a Person,2003,9,Sep,340.0
Offence Against a Person,2003,10,Oct,400.0
Offence Against a Person,2003,11,Nov,373.0
Offence Against a Person,2003,12,Dec,334.0
Offence Against a Person,2004,1,Jan,374.0
Offence Against a Person,2004,2,Feb,337.0
Offence Against a Person,2004,3,Mar,343.0
Offence Against a Person,2004,4,Apr,315.0
Offence Against a Person,2004,5,May,363.0
Offence Against a Person,2004,6,Jun,334.0
Offence Against a Person,2004,7,Jul,375.0
Offence Against a Person,2004,8,Aug,396.0
Offence Against a Person,2004,9,Sep,365.0
Offence Against a Person,2004,10,Oct,373.0
Offence Against a Person,2004,11,Nov,311.0
Offence Against a Person,2004,12,Dec,340.0
Offence Against a Person,2005,1,Jan,349.0
Offence Against a Person,2005,2,Feb,289.0
Offence Against a Person,2005,3,Mar,286.0
Offence Against a Person,2005,4,Apr,337.0
Offence Against a Person,2005,5,May,333.0
Offence Against a Person,2005,6,Jun,312.0
Offence Against a Person,2005,7,Jul,346.0
Offence Against a Person,2005,8,Aug,365.0
Offence Against a Person,2005,9,Sep,324.0
Offence Against a Person,2005,10,Oct,334.0
Offence Against a Person,2005,11,Nov,305.0
Offence Against a Person,2005,12,Dec,305.0
Offence Against a Person,2006,1,Jan,314.0
Offence Against a Person,2006,2,Feb,322.0
Offence Against a Person,2006,3,Mar,307.0
Offence Against a Person,2006,4,Apr,279.0
Offence Against a Person,2006,5,May,318.0
Offence Against a Person,2006,6,Jun,330.0
Offence Against a Person,2006,7,Jul,356.0
Offence Against a Person,2006,8,Aug,315.0
Offence Against a Person,2006,9,Sep,298.0
Offence Against a Person,2006,10,Oct,320.0
Offence Against a Person,2006,11,Nov,262.0
Offence Against a Person,2006,12,Dec,310.0
Offence Against a Person,2007,1,Jan,347.0
Offence Against a Person,2007,2,Feb,265.0
Offence Against a Person,2007,3,Mar,301.0
Offence Against a Person,2007,4,Apr,300.0
Offence Against a Person,2007,5,May,386.0
Offence Against a Person,2007,6,Jun,314.0
Offence Against a Person,2007,7,Jul,358.0
Offence Against a Person,2007,8,Aug,330.0
Offence Against a Person,2007,9,Sep,311.0
Offence Against a Person,2007,10,Oct,337.0
Offence Against a Person,2007,11,Nov,311.0
Offence Against a Person,2007,12,Dec,310.0
Offence Against a Person,2008,1,Jan,310.0
Offence Against a Person,2008,2,Feb,287.0
Offence Against a Person,2008,3,Mar,295.0
Offence Against a Person,2008,4,Apr,298.0
Offence Against a Person,2008,5,May,319.0
Offence Against a Person,2008,6,Jun,354.0
Offence Against a Person,2008,7,Jul,306.0
Offence Against a Person,2008,8,Aug,379.0
Offence Against a Person,2008,9,Sep,358.0
Offence Against a Person,2008,10,Oct,306.0
Offence Against a Person,2008,11,Nov,279.0
Offence Against a Person,2008,12,Dec,295.0
Offence Against a Person,2009,1,Jan,286.0
Offence Against a Person,2009,2,Feb,243.0
Offence Against a Person,2009,3,Mar,323.0
Offence Against a Person,2009,4,Apr,286.0
Offence Against a Person,2009,5,May,311.0
Offence Against a Person,2009,6,Jun,289.0
Offence Against a Person,2009,7,Jul,349.0
Offence Against a Person,2009,8,Aug,355.0
Offence Against a Person,2009,9,Sep,314.0
Offence Against a Person,2009,10,Oct,334.0
Offence Against a Person,2009,11,Nov,289.0
Offence Against a Person,2009,12,Dec,284.0
Offence Against a Person,2010,1,Jan,278.0
Offence Against a Person,2010,2,Feb,236.0
Offence Against a Person,2010,3,Mar,286.0
Offence Against a Person,2010,4,Apr,257.0
Offence Against a Person,2010,5,May,297.0
Offence Against a Person,2010,6,Jun,303.0
Offence Against a Person,2010,7,Jul,283.0
Offence Against a Person,2010,8,Aug,258.0
Offence Against a Person,2010,9,Sep,229.0
Offence Against a Person,2010,10,Oct,249.0
Offence Against a Person,2010,11,Nov,247.0
Offence Against a Person,2010,12,Dec,235.0
Offence Against a Person,2011,1,Jan,279.0
Offence Against a Person,2011,2,Feb,210.0
Offence Against a Person,2011,3,Mar,248.0
Offence Against a Person,2011,4,Apr,223.0
Offence Against a Person,2011,5,May,312.0
Offence Against a Person,2011,6,Jun,298.0
Offence Against a Person,2011,7,Jul,272.0
Offence Against a Person,2011,8,Aug,268.0
Offence Against a Person,2011,9,Sep,242.0
Offence Against a Person,2011,10,Oct,273.0
Offence Against a Person,2011,11,Nov,297.0
Offence Against a Person,2011,12,Dec,280.0
Other Theft,1999,1,Jan,247.0
